Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki;Buraki cukrowe;Gryka;Proso;Kukurydza;Mieszanki na ziarno: Jęczmień;Mieszanki na ziarno: Inne mieszanki zbóż;Groch;Fasola, bób, soczewica;Len: Nasienie;Len: Włókno;Konopie: Nasienie;Konopie: Włókno;Rzepak i rzepik;Chmiel;Tytoń
WARSZAWSKIE;NIESZAWSKI; 139 444 ; 571 367 ; 142 516 ; 37 940 ; 1 375 636 ; 539 334 ; 83 ; -   ; 441 ; 26 423 ; 24 628 ; 17 461 ; 513 ; 24 ; 27 ; 5 ; 4 ; 3 029 ; -   ; -   
WARSZAWSKIE;PRZASNYCKI; 70 831 ; 264 599 ; 21 421 ; 33 251 ; 810 975 ; 51 674 ; 5 535 ; 1 234 ; 60 ; 5 536 ; 2 537 ; 12 521 ; 60 ; 1 797 ; 1 228 ; 3 ; 4 ; 426 ; -   ; -   
WARSZAWSKIE;PUŁTUSKI; 67 553 ; 445 488 ; 44 707 ; 102 220 ; 1 279 599 ; 35 123 ; 16 299 ; 331 ; 9 ; 3 892 ; 6 382 ; 2 522 ; 358 ; 1 625 ; 584 ; 40 ; 19 ; 1 803 ; 20 ; -   
WARSZAWSKIE;PŁOCKI; 133 068 ; 602 633 ; 97 711 ; 124 160 ; 1 721 144 ; 406 101 ; 2 037 ; 84 ; 35 ; 7 203 ; 6 924 ; 3 289 ; 49 ; 81 ; 54 ; -   ; -   ; 2 560 ; -   ; -   
WARSZAWSKIE;PŁOŃSKI; 75 859 ; 424 651 ; 66 231 ; 77 207 ; 1 446 035 ; 147 877 ; 2 807 ; 44 ; 16 ; 4 772 ; 5 430 ; 4 021 ; 101 ; 168 ; 109 ; -   ; -   ; 2 512 ; -   ; -   
WARSZAWSKIE;RADZYMIŃSKI; 19 226 ; 237 544 ; 19 810 ; 64 119 ; 693 121 ; -   ; 10 391 ; 864 ; 35 ; 1 107 ; 1 114 ; 816 ; 19 ; 1 743 ; 1 201 ; 38 ; 27 ; 66 ; -   ; -   
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA); 27 673 ; 427 746 ; 39 395 ; 108 311 ; 1 840 684 ; 4 620 ; 1 640 ; 1 805 ; 25 ; 1 087 ; 532 ; 1 797 ; 897 ; 793 ; 478 ; 27 ; 11 ; 2 643 ; -   ; -   
WARSZAWSKIE;RYPIŃSKI; 52 779 ; 372 237 ; 89 856 ; 49 383 ; 988 686 ; 150 619 ; 3 129 ; 42 ; 30 ; 10 216 ; 6 924 ; 6 883 ; 64 ; 360 ; 136 ; 21 ; 29 ; 3 108 ; -   ; -   
WARSZAWSKIE;SIERPECKI; 25 590 ; 460 844 ; 31 819 ; 61 098 ; 1 341 033 ; 34 710 ; 4 244 ; 1 091 ; 66 ; 5 603 ; 5 581 ; 5 962 ; 278 ; 331 ; 120 ; 4 ; 2 ; 965 ; -   ; -   
WARSZAWSKIE;SKIERNIEWICKI; 30 716 ; 300 403 ; 38 028 ; 104 277 ; 1 230 884 ; 6 200 ; 298 ; 403 ; 32 ; 1 526 ; 596 ; 2 313 ; 286 ; 1 093 ; 530 ; 7 ; 4 ; 2 890 ; 10 ; -   
WARSZAWSKIE;SOCHACZEWSKI; 70 125 ; 275 069 ; 29 573 ; 96 963 ; 1 221 825 ; 111 178 ; 1 219 ; 154 ; 116 ; 1 951 ; 2 158 ; 2 594 ; 363 ; 171 ; 59 ; 20 ; 10 ; 1 404 ; -   ; -   
WARSZAWSKIE;WARSZAWSKI; 44 378 ; 253 080 ; 33 690 ; 122 345 ; 1 450 293 ; 27 121 ; 3 336 ; 47 ; 58 ; 1 379 ; 2 582 ; 1 205 ; 488 ; 29 ; 21 ; 6 ; 4 ; 462 ; -   ; -   
WARSZAWSKIE;WŁOCŁAWSKI; 120 940 ; 495 452 ; 103 835 ; 67 271 ; 1 039 186 ; 479 946 ; 406 ; 68 ; 1 082 ; 12 072 ; 8 817 ; 10 773 ; 91 ; 130 ; 116 ; 19 ; 21 ; 2 240 ; -   ; -   
WARSZAWSKIE;ŁOWICKI; 85 175 ; 437 665 ; 33 873 ; 161 408 ; 1 545 340 ; 118 483 ; 295 ; 12 601 ; 160 ; 838 ; 813 ; 8 025 ; 591 ; 3 521 ; 2 531 ; 5 ; 4 ; 2 673 ; -   ; -   
WOŁYŃSKIE;DUBIEŃSKI; 245 034 ; 473 330 ; 242 540 ; 324 039 ; 1 553 916 ; 13 121 ; 84 513 ; 17 473 ; 233 ; 15 755 ; 2 833 ; 9 440 ; 5 937 ; 881 ; 427 ; 3 433 ; 1 477 ; 6 865 ; 2 043 ; -   
WOŁYŃSKIE;HOROCHOWSKI; 184 624 ; 177 218 ; 121 582 ; 140 727 ; 1 368 710 ; 14 286 ; 27 106 ; 24 995 ; -   ; 1 806 ; 706 ; 9 528 ; 1 921 ; 976 ; 710 ; 1 152 ; 1 195 ; 4 684 ; 34 ; -   
WOŁYŃSKIE;KOSTOPOLSKI; 31 888 ; 259 128 ; 37 733 ; 114 144 ; 1 107 597 ; -   ; 55 463 ; 29 519 ; 194 ; 287 ; 775 ; 8 135 ; 1 341 ; 6 772 ; 2 747 ; 3 147 ; 1 574 ; 2 458 ; 177 ; -   
WOŁYŃSKIE;KOWELSKI; 135 682 ; 406 242 ; 82 387 ; 70 388 ; 1 710 163 ; 2 036 ; 18 922 ; 27 089 ; 395 ; 698 ; 127 ; 18 999 ; 7 089 ; 5 159 ; 4 553 ; 4 806 ; 4 936 ; 2 185 ; 8 ; -   
WOŁYŃSKIE;KRZEMIENIECKI; 67 874 ; 620 426 ; 223 729 ; 361 747 ; 1 162 957 ; 14 587 ; 179 506 ; 44 776 ; 368 ; 7 800 ; 1 996 ; 39 313 ; 9 165 ; 727 ; 362 ; 4 858 ; 7 095 ; 2 180 ; 68 ; 5 601 
WOŁYŃSKIE;LUBOMELSKI; 33 302 ; 146 865 ; 36 527 ; 30 157 ; 553 945 ; -   ; 13 790 ; 11 300 ; 231 ; 194 ; 1 293 ; 3 556 ; 6 936 ; 2 572 ; 1 346 ; 3 801 ; 1 588 ; 680 ; 34 ; -   
WOŁYŃSKIE;RÓWIEŃSKI; 184 824 ; 433 672 ; 162 898 ; 274 310 ; 1 534 854 ; 527 560 ; 58 995 ; 25 889 ; 442 ; 2 993 ; 1 059 ; 15 790 ; 3 172 ; 1 956 ; 1 480 ; 1 505 ; 1 295 ; 8 056 ; 3 058 ; 1 556 
WOŁYŃSKIE;SARNEŃSKI; 6 284 ; 232 727 ; 35 477 ; 45 875 ; 1 121 460 ; -   ; 38 524 ; 23 482 ; 1 104 ; 443 ; 405 ; 2 601 ; 2 252 ; 3 430 ; 2 670 ; 2 836 ; 1 768 ; 50 ; -   ; -   
WOŁYŃSKIE;WŁODZIMIERSKI; 181 821 ; 235 607 ; 104 980 ; 139 078 ; 1 657 228 ; 73 218 ; 18 107 ; 20 284 ; 12 ; 2 006 ; 985 ; 10 872 ; 695 ; 2 742 ; 1 635 ; 2 235 ; 1 550 ; 6 754 ; 525 ; -   
WOŁYŃSKIE;ZDOŁBUNOWSKI; 117 990 ; 164 821 ; 105 109 ; 113 306 ; 610 828 ; 65 506 ; 33 896 ; 19 545 ; 976 ; 2 423 ; 1 304 ; 8 373 ; 4 339 ; 1 599 ; 900 ; 2 018 ; 1 623 ; 7 374 ; 1 552 ; 1 277 
WOŁYŃSKIE;ŁUCKI; 257 378 ; 508 897 ; 214 673 ; 271 505 ; 2 082 282 ; 27 671 ; 48 713 ; 27 376 ; 3 995 ; 2 161 ; 2 242 ; 17 862 ; 7 343 ; 5 583 ; 2 934 ; 5 595 ; 2 026 ; 9 270 ; 1 224 ; -   
ZIEMIA WILEŃSKA;BRASŁAWSKI; 25 782 ; 278 850 ; 53 906 ; 114 872 ; 981 449 ; -   ; 699 ; -   ; -   ; 1 106 ; 9 010 ; 38 842 ; 7 299 ; 10 146 ; 7 612 ; 172 ; 106 ; 7 ; -   ; -   
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI; 40 108 ; 299 160 ; 66 991 ; 184 146 ; 1 314 030 ; -   ; 200 ; -   ; -   ; 1 699 ; 10 727 ; 34 551 ; 4 149 ; 11 785 ; 9 444 ; 184 ; 222 ; 14 ; -   ; -   
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI; 12 762 ; 166 468 ; 52 429 ; 104 111 ; 701 549 ; -   ; 1 233 ; -   ; -   ; 474 ; 1 361 ; 10 290 ; 418 ; 8 180 ; 4 105 ; 595 ; 385 ; 14 ; -   ; -   
ZIEMIA WILEŃSKA;OSZMIAŃSKI; 6 451 ; 247 207 ; 64 651 ; 134 039 ; 702 127 ; -   ; 6 067 ; -   ; -   ; 367 ; 3 750 ; 12 296 ; 43 ; 5 858 ; 7 719 ; 90 ; 69 ; 10 ; -   ; -   
ZIEMIA WILEŃSKA;POSTAWSKI; 22 743 ; 184 591 ; 28 166 ; 62 713 ; 859 816 ; -   ; 583 ; -   ; -   ; 1 129 ; 2 125 ; 33 606 ; 2 706 ; 4 358 ; 5 650 ; 238 ; 171 ; -   ; -   ; -   
ZIEMIA WILEŃSKA;WILEJSKI; 4 399 ; 290 550 ; 80 947 ; 107 899 ; 1 434 249 ; -   ; 4 742 ; -   ; -   ; 410 ; 2 874 ; 39 063 ; 590 ; 6 448 ; 3 150 ; 1 062 ; 1 063 ; 47 ; -   ; -   
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI; 19 465 ; 423 814 ; 109 299 ; 194 955 ; 2 152 933 ; -   ; 43 219 ; 2 ; -   ; 3 518 ; 4 087 ; 24 250 ; 905 ; 5 137 ; 2 964 ; 332 ; 236 ; 17 ; -   ; -   
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;;;;;;;;;;;;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI; 30 980 ; 299 412 ; 49 568 ; 95 606 ; 1 252 464 ; -   ; 9 286 ; -   ; -   ; 969 ; 4 186 ; 45 258 ; 2 983 ; 4 646 ; 3 115 ; 292 ; 274 ; 22 ; -   ; -   
ŁÓDZKIE;BRZEZIŃSKI; 25 297 ; 372 090 ; 14 105 ; 115 476 ; 1 613 746 ; 9 582 ; 975 ; 112 ; 60 ; 998 ; 1 205 ; 2 333 ; 298 ; 141 ; 76 ; 12 ; 6 ; 1 297 ; 10 ; -   
ŁÓDZKIE;KALISKI; 94 190 ; 547 768 ; 31 278 ; 190 152 ; 2 199 043 ; 244 338 ; 2 754 ; 1 276 ; 360 ; 3 607 ; 4 825 ; 11 617 ; 426 ; 860 ; 513 ; 21 ; 22 ; 3 626 ; 8 ; -   
ŁÓDZKIE;KOLSKI; 87 002 ; 557 274 ; 53 933 ; 89 853 ; 1 774 449 ; 159 078 ; 1 396 ; 225 ; 100 ; 7 760 ; 6 166 ; 7 645 ; 827 ; 253 ; 149 ; 8 ; 5 ; 3 506 ; -   ; -   
ŁÓDZKIE;KONIŃSKI; 94 272 ; 904 884 ; 81 676 ; 180 026 ; 3 221 090 ; 232 604 ; 3 443 ; 314 ; 441 ; 15 156 ; 8 582 ; 11 777 ; 718 ; 386 ; 260 ; 92 ; 82 ; 2 338 ; 25 ; -   
ŁÓDZKIE;PIOTRKOWSKI; 41 132 ; 636 279 ; 36 841 ; 176 672 ; 2 785 918 ; 684 ; 2 309 ; 4 701 ; 19 ; 2 194 ; 4 016 ; 2 618 ; 1 558 ; 1 285 ; 630 ; 27 ; 11 ; 1 743 ; 10 ; -   
ŁÓDZKIE;RADOMSZCZAŃSKI; 25 445 ; 657 784 ; 53 529 ; 128 912 ; 2 769 162 ; 4 104 ; 1 843 ; 9 625 ; 34 ; 2 125 ; 3 296 ; 1 699 ; 1 648 ; 2 369 ; 993 ; 14 ; 9 ; 849 ; 253 ; -   
ŁÓDZKIE;SIERADZKI; 49 261 ; 682 642 ; 23 118 ; 188 704 ; 2 507 572 ; 39 942 ; 2 158 ; 2 215 ; 181 ; 1 690 ; 4 113 ; 3 449 ; 1 921 ; 1 118 ; 677 ; 6 ; 5 ; 1 699 ; -   ; -   
ŁÓDZKIE;TURECKI; 58 452 ; 505 941 ; 18 693 ; 113 284 ; 1 477 198 ; 88 299 ; 801 ; 2 659 ; 18 ; 3 568 ; 1 619 ; 4 607 ; 1 345 ; 1 486 ; 685 ; 20 ; 11 ; 1 867 ; -   ; -   
ŁÓDZKIE;WIELUŃSKI; 26 129 ; 692 846 ; 22 244 ; 185 111 ; 2 877 692 ; 88 200 ; 2 505 ; 2 170 ; 97 ; 3 062 ; 3 816 ; 1 702 ; 1 184 ; 1 272 ; 683 ; 39 ; 16 ; 269 ; -   ; -   
ŁÓDZKIE;ŁASKI; 33 465 ; 501 512 ; 20 808 ; 102 127 ; 1 745 687 ; 9 384 ; 1 730 ; 2 776 ; 304 ; 2 375 ; 2 309 ; 2 492 ; 1 248 ; 813 ; 261 ; 27 ; 16 ; 2 095 ; -   ; -   
ŁÓDZKIE;ŁÓDZKI; 11 854 ; 290 020 ; 6 859 ; 80 498 ; 1 223 154 ; -   ; 520 ; 48 ; 10 ; 1 621 ; 478 ; 292 ; 184 ; 289 ; 98 ; -   ; -   ; 1 098 ; -   ; -   
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;;;;;;;;;;;;;;;;
ŁÓDZKIE;ŁĘCZYCKI; 120 905 ; 518 284 ; 48 456 ; 132 672 ; 1 664 147 ; 323 318 ; 319 ; 734 ; 103 ; 3 761 ; 3 406 ; 4 222 ; 492 ; 276 ; 208 ; -   ; -   ; 2 294 ; 12 ; -   
ŚLĄSKIE;BIELSKI (BIELSKO); 6 475 ; 33 644 ; 5 879 ; 49 857 ; 360 037 ; 4 710 ; -   ; -   ; 224 ; 2 883 ; 348 ; 13 ; 292 ; -   ; -   ; -   ; -   ; 12 ; -   ; -   
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI; 15 945 ; 33 400 ; 11 731 ; 75 492 ; 364 281 ; 4 397 ; 10 ; -   ; 626 ; 11 211 ; 753 ; 105 ; 884 ; 183 ; 254 ; -   ; -   ; -   ; -   ; -   
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;KATOWICKI; 3 697 ; 42 979 ; 3 814 ; 17 841 ; 316 087 ; -   ; -   ; -   ; 40 ; 1 157 ; 516 ; 13 ; 14 ; -   ; -   ; -   ; -   ; 33 ; -   ; -   
ŚLĄSKIE;KRÓLEWSKA HUTA;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;LUBLINIECKI; 14 513 ; 116 124 ; 15 614 ; 66 040 ; 647 757 ; 22 116 ; 49 ; 8 ; 596 ; 2 458 ; 4 271 ; 104 ; 565 ; 6 ; 7 ; -   ; -   ; 48 ; -   ; -   
ŚLĄSKIE;PSZCZYŃSKI; 26 749 ; 188 087 ; 21 463 ; 124 045 ; 1 383 432 ; 47 824 ; 88 ; -   ; 412 ; 3 412 ; 2 474 ; 213 ; 1 369 ; -   ; -   ; -   ; -   ; 78 ; -   ; -   
ŚLĄSKIE;RYBNICKI; 37 566 ; 231 808 ; 23 236 ; 119 841 ; 1 603 752 ; 66 932 ; 30 ; -   ; 271 ; 5 503 ; 3 175 ; 347 ; 341 ; 119 ; 94 ; -   ; -   ; 56 ; -   ; 616 
ŚLĄSKIE;TARNOGÓRSKI; 4 241 ; 29 678 ; 5 161 ; 14 479 ; 254 656 ; 5 700 ; -   ; -   ; 80 ; 886 ; 597 ; -   ; 263 ; 7 ; 6 ; -   ; -   ; -   ; -   ; -   
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI; 3 312 ; 20 039 ; 3 907 ; 9 605 ; 171 925 ; -   ; -   ; -   ; -   ; 884 ; 101 ; 33 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
